carat,cut,color,clarity,depth,table,price,x,y,z,rowid
0.74,Ideal,G,SI2,61.90,55.00,2487.00,5.82,5.84,3.61,52250
0.71,Ideal,D,SI2,62.50,56.00,2487.00,5.70,5.73,3.57,52251
0.70,Ideal,H,SI1,61.00,56.00,2487.00,5.74,5.76,3.51,52252
0.71,Ideal,F,SI1,60.80,57.00,2487.00,5.75,5.80,3.51,52253
0.72,Very Good,G,SI1,62.50,60.00,2488.00,5.69,5.73,3.57,52254
1.01,Premium,J,I1,60.70,59.00,2488.00,6.39,6.42,3.89,52255
0.70,Good,G,VS2,64.30,56.00,2488.00,5.51,5.58,3.57,52256
0.71,Very Good,E,SI1,58.70,61.00,2489.00,5.83,5.86,3.43,52257
0.52,Ideal,F,VVS2,60.90,56.00,2489.00,5.19,5.23,3.17,52258
0.70,Ideal,I,VVS1,61.40,55.00,2489.00,5.70,5.76,3.52,52259
0.76,Ideal,G,SI2,62.30,55.00,2489.00,5.83,5.89,3.65,52260
0.78,Premium,H,SI1,60.00,60.00,2489.00,5.93,5.92,3.62,52261
0.74,Ideal,E,SI1,62.60,56.00,2489.00,5.74,5.70,3.58,52262
0.73,Ideal,I,VVS1,61.70,53.00,2490.00,5.80,5.84,3.59,52263
0.70,Ideal,I,VS1,61.50,56.00,2490.00,5.73,5.76,3.53,52264
0.57,Ideal,E,VS2,61.50,57.00,2491.00,5.35,5.32,3.28,52265
0.74,Very Good,I,VS1,62.30,60.00,2491.00,5.78,5.80,3.61,52266
0.71,Ideal,F,SI1,61.30,56.00,2491.00,5.73,5.79,3.53,52267
0.76,Premium,F,SI2,60.50,60.00,2491.00,5.92,5.89,3.57,52268
0.91,Fair,D,I1,66.20,57.00,2491.00,6.00,5.94,3.95,52269
0.76,Premium,F,SI2,61.80,58.00,2491.00,5.88,5.83,3.62,52270
0.76,Premium,F,SI2,62.70,55.00,2491.00,5.83,5.74,3.63,52271
0.71,Very Good,G,VS2,60.40,61.00,2492.00,5.77,5.81,3.50,52272
0.72,Premium,D,SI2,60.20,56.00,2492.00,5.85,5.82,3.51,52273
0.72,Premium,F,SI1,61.70,59.00,2492.00,5.74,5.70,3.53,52274
0.70,Ideal,I,VVS1,61.80,56.00,2492.00,5.72,5.74,3.54,52275
0.70,Ideal,H,VS1,61.00,56.00,2492.00,5.74,5.76,3.51,52276
0.62,Ideal,E,VS1,60.30,57.00,2492.00,5.52,5.57,3.35,52277
0.72,Premium,F,SI1,60.10,59.00,2492.00,5.83,5.81,3.50,52278
0.70,Premium,F,SI1,61.00,60.00,2492.00,5.75,5.72,3.50,52279
0.81,Very Good,G,SI2,62.90,56.90,2493.00,5.89,5.96,3.73,52280
0.72,Ideal,I,VVS1,62.90,57.00,2493.00,5.68,5.77,3.60,52281
0.84,Ideal,J,SI1,61.80,56.00,2493.00,6.04,6.07,3.74,52282
0.85,Fair,I,SI1,65.80,65.00,2493.00,5.88,5.79,3.84,52283
0.59,Very Good,E,VVS2,61.70,59.00,2494.00,5.37,5.36,3.31,52284
0.71,Good,E,SI1,63.20,57.00,2494.00,5.67,5.72,3.60,52285
0.71,Good,F,VS2,63.60,58.00,2494.00,5.67,5.62,3.59,52286
0.71,Very Good,G,VS1,63.30,56.00,2494.00,5.67,5.64,3.58,52287
0.71,Ideal,E,SI1,61.70,56.00,2494.00,5.74,5.77,3.55,52288
0.58,Good,F,VVS2,62.20,61.00,2494.00,5.37,5.44,3.36,52289
0.71,Very Good,I,VVS2,62.50,57.00,2495.00,5.68,5.74,3.57,52290
0.25,Very Good,E,VVS2,62.20,61.00,548.00,3.98,4.03,2.49,52291
0.25,Very Good,D,VVS2,62.10,57.00,548.00,4.02,4.07,2.51,52292
0.25,Very Good,D,VVS2,62.00,61.00,548.00,3.99,4.04,2.49,52293
0.25,Very Good,D,VVS2,61.10,59.00,548.00,4.03,4.05,2.47,52294
0.25,Very Good,D,VVS2,62.80,56.00,548.00,4.00,4.03,2.52,52295
0.25,Very Good,F,VVS1,64.20,58.00,548.00,3.96,4.01,2.56,52296
0.25,Very Good,E,VVS1,57.70,62.00,548.00,4.16,4.19,2.41,52297
0.25,Very Good,E,VVS1,62.60,57.00,548.00,3.98,4.01,2.50,52298
0.32,Very Good,G,VS2,59.90,59.00,548.00,4.46,4.48,2.67,52299
0.25,Very Good,F,IF,59.40,62.00,548.00,4.12,4.13,2.45,52300
0.32,Ideal,I,VVS2,61.20,56.00,548.00,4.41,4.45,2.71,52301
0.23,Ideal,E,VS2,61.70,55.00,548.00,3.98,4.00,2.46,52302
0.23,Ideal,E,VS2,61.80,54.00,548.00,3.94,3.96,2.44,52303
0.23,Ideal,F,VS1,61.40,55.00,548.00,3.96,3.99,2.44,52304
0.23,Ideal,F,VS1,61.10,56.00,548.00,3.97,3.99,2.43,52305
0.25,Good,D,VVS2,57.50,61.00,548.00,4.16,4.19,2.40,52306
0.32,Good,G,VS1,60.80,62.00,548.00,4.40,4.45,2.69,52307
0.29,Premium,E,SI1,58.40,60.00,548.00,4.34,4.32,2.53,52308
0.31,Ideal,D,SI1,61.90,57.00,548.00,4.36,4.39,2.71,52309
0.31,Ideal,D,SI1,62.30,56.00,548.00,4.32,4.35,2.70,52310
0.23,Very Good,D,VVS2,58.90,60.00,549.00,4.03,3.95,2.35,52311
0.38,Very Good,I,VS2,62.40,56.00,549.00,4.65,4.58,2.88,52312
0.30,Ideal,F,SI1,61.40,55.00,550.00,4.31,4.34,2.65,52313
0.30,Ideal,F,SI1,60.90,55.00,550.00,4.34,4.38,2.66,52314
0.23,Premium,G,VVS2,58.10,59.00,550.00,4.09,4.03,2.36,52315
0.32,Premium,D,SI1,62.20,60.00,550.00,4.34,4.37,2.71,52316
0.32,Good,D,SI1,63.80,55.00,550.00,4.35,4.36,2.78,52317
0.33,Very Good,F,SI1,59.90,61.00,550.00,4.44,4.47,2.67,52318
0.33,Premium,F,SI1,60.90,59.00,550.00,4.42,4.45,2.70,52319
0.33,Very Good,F,SI1,62.80,58.00,550.00,4.40,4.42,2.77,52320
0.50,Very Good,E,VVS1,60.10,56.00,2495.00,5.16,5.19,3.11,52321
0.71,Very Good,H,VS2,61.60,60.00,2495.00,5.70,5.73,3.52,52322
0.80,Ideal,F,SI2,62.00,57.00,2495.00,5.96,5.98,3.70,52323
0.70,Premium,G,VS1,59.30,62.00,2496.00,5.80,5.74,3.42,52324
0.70,Very Good,E,SI1,61.90,60.00,2496.00,5.60,5.67,3.49,52325
0.70,Good,E,SI1,63.20,57.00,2496.00,5.61,5.63,3.55,52326
0.73,Ideal,I,VVS2,62.30,55.00,2496.00,5.76,5.77,3.59,52327
0.73,Premium,I,VVS2,60.60,58.00,2496.00,5.78,5.84,3.52,52328
0.73,Premium,H,VS2,61.00,58.00,2496.00,5.76,5.84,3.54,52329
0.75,Premium,H,VS2,59.10,58.00,2496.00,5.93,6.02,3.53,52330
0.73,Premium,I,VVS2,61.50,58.00,2496.00,5.73,5.78,3.54,52331
0.78,Ideal,G,SI1,61.00,57.00,2496.00,5.94,5.99,3.64,52332
0.56,Premium,E,VVS2,59.20,56.00,2496.00,5.49,5.39,3.22,52333
0.70,Premium,E,VS2,61.10,58.00,2496.00,5.78,5.70,3.51,52334
0.70,Good,G,VS2,63.80,55.00,2496.00,5.66,5.59,3.59,52335
0.74,Ideal,H,VS2,62.50,54.00,2497.00,5.76,5.82,3.62,52336
0.72,Good,H,VS2,61.80,61.00,2497.00,5.68,5.75,3.53,52337
0.75,Good,E,SI2,59.70,62.00,2497.00,5.85,5.88,3.50,52338
0.70,Very Good,G,VS1,63.10,57.00,2497.00,5.70,5.61,3.57,52339
0.70,Very Good,H,VS2,62.90,57.00,2498.00,5.60,5.66,3.54,52340
0.71,Premium,H,VVS2,61.90,59.00,2498.00,5.73,5.70,3.54,52341
0.73,Premium,D,SI1,60.50,58.00,2498.00,5.85,5.82,3.53,52342
0.72,Ideal,I,VS1,61.40,58.00,2498.00,5.73,5.77,3.53,52343
0.70,Good,E,SI1,57.50,62.00,2498.00,5.81,5.85,3.35,52344
0.72,Fair,E,SI1,56.90,61.00,2498.00,5.91,5.97,3.38,52345
0.79,Premium,H,SI1,60.10,60.00,2498.00,6.04,5.98,3.61,52346
0.55,Very Good,E,VVS2,60.60,56.00,2499.00,5.33,5.36,3.24,52347
0.55,Ideal,E,VVS2,61.40,56.00,2499.00,5.28,5.31,3.25,52348
0.70,Ideal,H,SI1,61.80,53.00,2499.00,5.71,5.74,3.54,52349
0.82,Premium,H,SI2,59.50,62.00,2499.00,6.13,6.07,3.63,52350
0.75,Very Good,F,SI1,62.10,57.00,2500.00,5.82,5.88,3.63,52351
0.70,Fair,H,VVS2,65.80,58.00,2500.00,5.49,5.42,3.59,52352
0.51,Very Good,E,VVS1,59.90,57.00,2501.00,5.22,5.24,3.14,52353
0.70,Very Good,G,VS2,59.60,60.00,2501.00,5.71,5.80,3.43,52354
0.77,Very Good,I,VS1,62.60,55.00,2501.00,5.85,5.90,3.68,52355
0.72,Ideal,G,SI2,61.80,56.00,2501.00,5.72,5.76,3.55,52356
0.74,Ideal,E,SI2,59.20,59.00,2501.00,5.92,5.97,3.52,52357
0.74,Ideal,E,SI2,61.70,57.00,2501.00,5.78,5.82,3.58,52358
0.62,Ideal,H,IF,60.50,58.00,2501.00,5.48,5.52,3.33,52359
0.75,Premium,F,SI2,62.20,58.00,2501.00,5.87,5.80,3.57,52360
0.80,Very Good,H,SI2,63.40,58.00,2502.00,5.87,5.84,3.71,52361
0.71,Very Good,I,SI1,60.00,56.00,2502.00,5.86,5.83,3.51,52362
0.54,Ideal,E,VVS2,61.10,56.00,2502.00,5.26,5.31,3.22,52363
0.54,Good,E,VVS2,60.10,61.00,2502.00,5.30,5.38,3.21,52364
0.73,Very Good,F,VS2,58.90,60.00,2503.00,5.90,5.81,3.45,52365
0.63,Ideal,E,VS1,61.50,56.00,2503.00,5.50,5.53,3.39,52366
0.90,Good,I,SI2,64.00,55.00,2503.00,6.11,6.05,3.89,52367
0.81,Very Good,H,SI2,62.10,56.00,2504.00,5.95,5.99,3.71,52368
0.73,Premium,F,SI1,61.90,60.00,2504.00,5.78,5.81,3.59,52369
0.73,Ideal,D,SI2,62.40,56.00,2504.00,5.72,5.75,3.58,52370
0.70,Premium,F,SI1,62.10,58.00,2504.00,5.64,5.70,3.52,52371
0.52,Ideal,F,IF,60.30,57.00,2504.00,5.23,5.28,3.17,52372
0.74,Very Good,G,SI2,60.30,57.00,2505.00,5.85,5.87,3.54,52373
0.72,Very Good,H,SI1,60.30,55.00,2505.00,5.84,5.85,3.52,52374
0.54,Premium,D,VVS2,62.00,59.00,2505.00,5.17,5.22,3.22,52375
0.71,Very Good,F,SI1,59.00,61.00,2505.00,5.84,5.88,3.46,52376
0.71,Ideal,D,SI2,61.00,56.00,2505.00,5.77,5.80,3.53,52377
0.44,Ideal,G,IF,61.60,55.00,2506.00,4.90,4.93,3.03,52378
0.70,Very Good,G,VS2,60.60,60.00,2507.00,5.67,5.78,3.47,52379
0.70,Very Good,G,VS2,61.90,55.00,2507.00,5.63,5.71,3.51,52380
0.70,Very Good,G,VS2,62.70,57.00,2507.00,5.65,5.70,3.56,52381
0.70,Very Good,F,VS2,63.00,58.00,2507.00,5.59,5.62,3.53,52382
0.62,Ideal,G,VVS2,62.60,57.00,2507.00,5.42,5.47,3.41,52383
0.57,Ideal,E,VVS2,61.00,57.00,2507.00,5.37,5.36,3.27,52384
0.70,Ideal,G,VS2,60.80,57.00,2507.00,5.67,5.74,3.47,52385
0.79,Ideal,I,SI1,61.20,55.00,2507.00,5.95,5.98,3.65,52386
0.57,Premium,E,VVS2,60.00,61.00,2507.00,5.44,5.36,3.24,52387
0.80,Premium,I,SI1,60.90,60.00,2507.00,6.01,5.95,3.64,52388
0.57,Ideal,F,VVS1,60.70,57.00,2507.00,5.39,5.36,3.26,52389
0.70,Very Good,H,VS2,57.90,62.00,2508.00,5.80,5.90,3.39,52390
0.71,Very Good,D,SI1,63.10,56.00,2508.00,5.66,5.62,3.56,52391
0.62,Ideal,D,VS1,61.90,57.00,2508.00,5.47,5.55,3.41,52392
0.58,Ideal,G,IF,60.90,57.00,2508.00,5.39,5.46,3.30,52393
0.82,Fair,F,SI2,56.70,70.00,2508.00,6.28,6.16,3.53,52394
0.70,Very Good,D,SI1,63.20,55.00,2509.00,5.62,5.65,3.56,52395
0.58,Ideal,F,VVS2,62.00,56.00,2509.00,5.32,5.36,3.31,52396
0.58,Ideal,F,VVS2,62.20,56.00,2509.00,5.32,5.35,3.32,52397
0.60,Ideal,G,VVS1,61.50,56.00,2509.00,5.44,5.47,3.35,52398
0.56,Ideal,G,VVS2,61.00,57.00,2510.00,5.32,5.36,3.26,52399
0.73,Premium,E,SI1,61.80,59.00,2510.00,5.80,5.73,3.56,52400
0.56,Ideal,F,VVS1,62.10,56.00,2510.00,5.29,5.30,3.29,52401
0.65,Premium,G,VVS1,59.30,57.00,2510.00,5.59,5.47,3.28,52402
0.71,Very Good,E,SI1,63.10,58.00,2511.00,5.65,5.69,3.58,52403
0.72,Ideal,I,VS2,62.20,56.00,2511.00,5.69,5.75,3.56,52404
0.60,Good,E,VVS2,64.20,55.00,2511.00,5.31,5.34,3.42,52405
0.71,Good,E,SI1,60.80,62.00,2511.00,5.70,5.74,3.48,52406
0.71,Ideal,E,SI2,59.50,57.00,2511.00,5.87,5.82,3.48,52407
0.71,Ideal,G,VS2,62.50,57.00,2511.00,5.72,5.68,3.56,52408
0.71,Ideal,G,VS2,61.70,57.00,2511.00,5.75,5.72,3.54,52409
0.71,Ideal,E,SI2,65.50,55.00,2511.00,5.62,5.56,3.66,52410
0.52,Ideal,E,VS1,61.40,57.00,2512.00,5.21,5.18,3.19,52411
0.70,Very Good,G,VS1,60.80,56.00,2512.00,5.72,5.76,3.49,52412
0.70,Premium,G,VS1,61.00,59.00,2512.00,5.68,5.77,3.49,52413
0.70,Ideal,G,VS1,60.60,57.00,2512.00,5.70,5.75,3.47,52414
0.70,Premium,G,VS1,61.40,59.00,2512.00,5.59,5.74,3.51,52415
0.70,Premium,G,VS1,62.60,60.00,2512.00,5.58,5.66,3.52,52416
0.70,Good,D,SI1,63.60,60.00,2512.00,5.59,5.51,3.51,52417
0.82,Premium,G,SI2,60.70,61.00,2512.00,6.01,5.98,3.64,52418
0.74,Premium,E,SI2,58.80,60.00,2512.00,5.93,5.91,3.48,52419
0.82,Good,G,SI2,63.80,60.00,2512.00,5.89,5.84,3.74,52420
0.78,Very Good,E,SI2,60.00,63.00,2512.00,5.99,5.95,3.58,52421
0.70,Premium,D,SI1,61.20,58.00,2512.00,5.74,5.70,3.50,52422
1.30,Fair,H,I1,64.40,57.00,2512.00,6.93,6.86,4.44,52423
0.77,Very Good,I,VS2,63.20,58.00,2513.00,5.79,5.85,3.68,52424
0.77,Very Good,H,VS2,63.00,57.00,2513.00,5.79,5.87,3.67,52425
0.70,Very Good,G,VS2,58.20,59.00,2513.00,5.87,5.95,3.44,52426
0.73,Ideal,I,VVS2,61.90,55.00,2513.00,5.80,5.84,3.60,52427
0.75,Very Good,H,VS1,59.30,59.00,2513.00,5.87,6.00,3.52,52428
0.70,Very Good,I,VVS1,61.20,58.00,2513.00,5.65,5.72,3.48,52429
0.70,Premium,I,VVS1,61.20,59.00,2513.00,5.65,5.69,3.47,52430
0.70,Very Good,E,VS2,61.70,60.00,2513.00,5.67,5.70,3.51,52431
0.70,Very Good,H,VS2,63.00,55.40,2513.00,5.67,5.70,3.58,52432
0.70,Ideal,I,VVS1,62.30,55.00,2513.00,5.64,5.70,3.53,52433
0.70,Very Good,E,VS2,62.60,56.00,2513.00,5.65,5.69,3.55,52434
0.70,Very Good,I,VVS1,62.90,58.00,2513.00,5.65,5.67,3.56,52435
0.70,Premium,I,VVS1,59.10,60.00,2513.00,5.77,5.80,3.42,52436
0.70,Premium,H,VVS2,62.10,58.00,2513.00,5.66,5.71,3.53,52437
0.63,Ideal,E,VS2,60.80,57.00,2513.00,5.53,5.55,3.37,52438
0.63,Ideal,E,VS2,61.50,56.00,2513.00,5.48,5.54,3.39,52439
0.71,Ideal,G,SI1,62.10,54.00,2513.00,5.72,5.77,3.57,52440
0.71,Ideal,G,SI1,62.10,54.00,2513.00,5.72,5.75,3.56,52441
0.70,Very Good,E,SI2,62.60,57.00,2514.00,5.64,5.67,3.54,52442
0.72,Ideal,D,SI2,61.10,58.00,2514.00,5.76,5.79,3.53,52443
0.72,Ideal,F,SI1,62.40,57.00,2514.00,5.71,5.74,3.57,52444
0.53,Premium,E,VVS1,60.80,59.00,2514.00,5.23,5.17,3.16,52445
0.53,Premium,D,VVS2,62.70,60.00,2514.00,5.19,5.12,3.23,52446
0.71,Very Good,G,SI1,61.60,61.00,2515.00,5.70,5.72,3.52,52447
0.78,Very Good,F,SI2,63.00,57.00,2515.00,5.85,5.90,3.70,52448
0.59,Premium,D,VVS2,62.60,58.00,2515.00,5.34,5.40,3.36,52449
0.71,Premium,G,VS2,62.80,58.00,2515.00,5.74,5.69,3.59,52450
0.71,Ideal,G,VS2,62.40,57.00,2515.00,5.69,5.66,3.54,52451
0.59,Ideal,E,VVS2,61.80,56.00,2515.00,5.39,5.42,3.34,52452
0.59,Ideal,E,VVS2,61.00,58.00,2515.00,5.39,5.43,3.30,52453
0.70,Ideal,F,SI1,62.30,56.00,2515.00,5.68,5.72,3.55,52454
0.70,Ideal,F,SI1,62.70,57.00,2515.00,5.66,5.70,3.56,52455
0.71,Very Good,G,VS2,63.10,58.00,2515.00,5.69,5.60,3.56,52456
0.71,Premium,G,VS2,60.40,61.00,2515.00,5.81,5.77,3.50,52457
0.81,Premium,G,SI2,62.50,57.00,2515.00,5.95,5.89,3.70,52458
0.70,Ideal,G,VS2,61.20,57.00,2515.00,5.77,5.70,3.51,52459
0.70,Fair,F,VS2,66.40,53.00,2516.00,5.51,5.49,3.65,52460
0.71,Premium,E,SI1,61.80,56.00,2516.00,5.77,5.72,3.55,52461
0.71,Ideal,D,SI2,60.40,56.00,2516.00,5.79,5.83,3.51,52462
0.68,Good,F,VS1,60.00,60.80,2516.00,5.67,5.71,3.41,52463
0.71,Very Good,E,SI1,63.20,57.00,2516.00,5.72,5.67,3.60,52464
0.70,Ideal,F,SI1,61.10,57.00,2516.00,5.75,5.71,3.50,52465
0.70,Very Good,G,SI1,64.30,56.00,2517.00,5.56,5.58,3.58,52466
0.75,Very Good,E,SI1,62.40,57.00,2517.00,5.79,5.85,3.63,52467
0.76,Very Good,H,VS2,63.40,58.00,2517.00,5.78,5.74,3.65,52468
0.80,Ideal,G,SI2,62.00,56.00,2517.00,5.98,5.92,3.69,52469
0.71,Good,H,VVS2,63.00,59.00,2517.00,5.64,5.67,3.56,52470
0.96,Fair,J,SI1,67.30,56.00,2517.00,6.06,6.01,4.06,52471
0.71,Ideal,G,SI1,61.70,56.00,2518.00,5.74,5.77,3.55,52472
0.70,Premium,E,SI1,61.90,60.00,2518.00,5.67,5.60,3.49,52473
0.70,Very Good,E,SI1,63.20,57.00,2518.00,5.63,5.61,3.55,52474
0.76,Fair,D,SI2,55.50,69.00,2518.00,6.16,6.07,3.39,52475
0.73,Premium,D,SI2,62.40,58.00,2519.00,5.72,5.67,3.56,52476
0.71,Very Good,D,SI2,60.20,58.00,2519.00,5.76,5.80,3.48,52477
0.77,Ideal,E,SI2,61.00,57.00,2519.00,5.91,5.93,3.61,52478
0.77,Premium,E,SI2,60.80,58.00,2519.00,5.96,5.98,3.63,52479
0.73,Ideal,I,VVS2,62.30,55.00,2519.00,5.77,5.76,3.59,52480
0.73,Premium,I,VVS2,60.60,58.00,2519.00,5.84,5.78,3.52,52481
0.73,Premium,I,VVS2,61.50,58.00,2519.00,5.78,5.73,3.54,52482
0.73,Premium,H,VS2,61.00,58.00,2519.00,5.84,5.76,3.54,52483
1.01,Premium,H,I1,60.10,58.00,2520.00,6.49,6.44,3.89,52484
0.82,Ideal,I,VS1,62.30,57.00,2522.00,5.98,6.02,3.74,52485
0.56,Ideal,F,VVS2,61.10,56.00,2522.00,5.35,5.37,3.27,52486
0.71,Ideal,H,VS2,61.40,57.00,2522.00,5.71,5.75,3.52,52487
0.71,Ideal,G,SI1,59.70,60.00,2522.00,5.79,5.81,3.46,52488
0.73,Very Good,E,SI1,63.30,60.00,2523.00,5.65,5.70,3.59,52489
0.51,Good,E,VVS2,60.70,57.70,2523.00,5.17,5.19,3.14,52490
0.75,Ideal,H,SI1,62.90,57.00,2523.00,5.75,5.80,3.63,52491
0.73,Ideal,E,SI1,62.10,59.00,2523.00,5.74,5.79,3.58,52492
0.77,Good,D,SI2,64.90,53.00,2523.00,5.84,5.75,3.76,52493
0.60,Ideal,G,VVS1,62.00,55.50,2524.00,5.37,5.42,3.35,52494
0.51,Ideal,E,VVS1,62.30,53.70,2524.00,5.10,5.12,3.19,52495
0.51,Ideal,F,IF,62.40,55.00,2524.00,5.11,5.14,3.20,52496
0.77,Premium,I,VS1,62.60,55.00,2524.00,5.90,5.85,3.68,52497
0.71,Very Good,D,SI1,63.30,59.00,2525.00,5.55,5.66,3.55,52498
0.50,Premium,D,VVS1,61.50,58.00,2525.00,5.12,5.06,3.13,52499
0.71,Ideal,I,VS1,61.50,55.00,2525.00,5.73,5.78,3.54,52500
0.71,Ideal,I,VS1,61.30,57.00,2525.00,5.73,5.75,3.51,52501
0.71,Ideal,I,VS1,60.90,55.00,2525.00,5.80,5.81,3.53,52502
0.71,Ideal,F,SI2,61.40,55.00,2525.00,5.76,5.78,3.54,52503
0.70,Good,D,SI1,58.00,60.00,2525.00,5.79,5.93,3.40,52504
0.72,Ideal,E,SI2,61.40,55.00,2526.00,5.78,5.80,3.56,52505
0.68,Ideal,G,VS1,61.70,55.00,2526.00,5.71,5.66,3.51,52506
0.63,Ideal,E,VS1,61.50,56.00,2526.00,5.53,5.50,3.39,52507
0.70,Very Good,G,VS2,60.00,58.00,2527.00,5.73,5.77,3.45,52508
0.73,Premium,F,SI1,62.10,58.00,2527.00,5.74,5.72,3.56,52509
0.51,Ideal,E,VVS1,62.00,57.00,2527.00,5.12,5.14,3.18,52510
0.60,Ideal,D,VS1,61.90,54.90,2527.00,5.40,5.43,3.35,52511
0.70,Premium,F,SI1,62.10,58.00,2527.00,5.70,5.64,3.52,52512
0.73,Premium,F,SI1,61.70,58.00,2527.00,5.74,5.70,3.53,52513
0.73,Ideal,F,SI1,59.60,57.00,2527.00,5.88,5.86,3.50,52514
0.73,Premium,F,SI1,61.90,60.00,2527.00,5.81,5.78,3.59,52515
0.74,Premium,E,SI2,61.30,59.00,2527.00,5.83,5.78,3.56,52516
0.60,Very Good,G,VVS1,61.20,56.00,2528.00,5.41,5.46,3.32,52517
0.77,Premium,G,SI1,62.60,58.00,2528.00,5.85,5.88,3.67,52518
0.70,Ideal,F,SI1,62.80,56.00,2528.00,5.63,5.68,3.55,52519
0.70,Ideal,F,SI1,61.50,57.00,2528.00,5.67,5.74,3.51,52520
0.70,Ideal,F,SI1,61.80,56.00,2528.00,5.68,5.75,3.53,52521
0.58,Ideal,G,IF,62.10,56.00,2528.00,5.35,5.37,3.32,52522
0.58,Ideal,G,IF,61.30,56.00,2528.00,5.36,5.39,3.29,52523
0.71,Premium,F,SI1,59.00,61.00,2528.00,5.88,5.84,3.46,52524
0.80,Ideal,F,SI2,62.40,57.00,2529.00,5.92,5.97,3.71,52525
0.58,Ideal,E,VVS2,62.10,56.00,2529.00,5.33,5.36,3.32,52526
0.50,Ideal,F,IF,60.60,58.00,2529.00,5.13,5.16,3.12,52527
0.72,Very Good,I,VVS2,62.50,56.00,2530.00,5.70,5.72,3.57,52528
0.76,Very Good,I,VS1,59.80,61.00,2530.00,5.92,5.96,3.55,52529
0.76,Very Good,E,SI2,62.00,54.00,2530.00,5.84,5.91,3.64,52530
0.70,Ideal,I,VVS2,61.80,56.00,2530.00,5.69,5.75,3.54,52531
0.72,Ideal,I,VVS2,61.70,55.00,2530.00,5.71,5.76,3.54,52532
0.70,Ideal,I,VVS2,61.10,56.00,2530.00,5.73,5.76,3.52,52533
0.74,Premium,H,VS2,60.20,58.00,2530.00,5.88,5.92,3.55,52534
0.72,Premium,F,VS2,60.80,58.00,2530.00,5.78,5.74,3.50,52535
0.71,Ideal,I,VVS1,62.40,57.00,2530.00,5.67,5.71,3.55,52536
0.70,Ideal,H,VS1,61.60,55.00,2530.00,5.73,5.76,3.54,52537
0.72,Ideal,E,SI2,62.50,55.00,2530.00,5.69,5.74,3.57,52538
1.00,Fair,H,SI2,67.80,53.00,2530.00,6.08,6.02,4.10,52539
0.71,Very Good,E,SI1,63.00,58.00,2531.00,5.68,5.72,3.59,52540
0.71,Ideal,D,SI1,61.20,53.00,2531.00,5.80,5.76,3.54,52541
0.71,Premium,H,VS2,62.80,56.00,2531.00,5.75,5.68,3.59,52542
0.72,Very Good,I,VVS2,61.70,55.00,2532.00,5.76,5.81,3.57,52543
0.77,Very Good,J,VVS1,62.80,58.00,2532.00,5.78,5.84,3.65,52544
0.74,Premium,H,VS2,62.10,56.00,2532.00,5.83,5.79,3.61,52545
0.76,Very Good,F,SI1,62.70,57.00,2533.00,5.81,5.86,3.66,52546
0.65,Ideal,E,VS1,61.40,59.00,2533.00,5.53,5.57,3.41,52547
0.60,Ideal,G,IF,62.20,55.00,2533.00,5.36,5.44,3.36,52548
0.81,Premium,H,SI2,62.20,56.00,2534.00,5.98,5.92,3.70,52549
0.57,Ideal,E,VVS2,61.90,55.00,2534.00,5.34,5.36,3.31,52550
0.81,Good,H,SI1,63.00,58.00,2534.00,5.79,5.87,3.67,52551
0.70,Premium,G,VS1,61.00,59.00,2535.00,5.77,5.68,3.49,52552
0.58,Premium,E,VS2,61.50,58.00,2535.00,5.41,5.38,3.32,52553
0.70,Ideal,F,VS2,60.80,56.00,2535.00,5.77,5.71,3.49,52554
0.70,Ideal,F,VS2,62.00,57.00,2535.00,5.71,5.67,3.53,52555
0.70,Very Good,G,VS1,63.20,56.00,2535.00,5.61,5.56,3.53,52556
0.70,Premium,G,VS1,62.80,57.00,2535.00,5.67,5.64,3.55,52557
0.70,Premium,G,VS1,62.60,60.00,2535.00,5.66,5.58,3.52,52558
0.70,Ideal,G,VS1,60.60,57.00,2535.00,5.75,5.70,3.47,52559
0.70,Premium,G,VS1,61.40,59.00,2535.00,5.74,5.59,3.51,52560
0.70,Ideal,H,VVS2,61.50,56.00,2536.00,5.74,5.71,3.52,52561
0.70,Ideal,G,VS2,62.10,57.00,2536.00,5.66,5.70,3.53,52562
0.70,Ideal,I,VVS1,62.30,55.00,2536.00,5.70,5.64,3.53,52563
0.70,Premium,I,VVS1,61.20,59.00,2536.00,5.69,5.65,3.47,52564
0.70,Premium,I,VVS1,61.20,58.00,2536.00,5.72,5.65,3.48,52565
0.90,Fair,F,SI2,69.00,59.00,2536.00,5.89,5.82,4.04,52566
0.70,Premium,I,VVS1,62.90,58.00,2536.00,5.67,5.65,3.56,52567
0.70,Premium,I,VVS1,59.10,60.00,2536.00,5.80,5.77,3.42,52568
0.90,Fair,J,SI2,66.60,54.00,2536.00,6.05,5.99,4.01,52569
0.70,Ideal,H,SI1,60.60,57.00,2536.00,5.77,5.74,3.48,52570
0.70,Ideal,H,VS2,63.00,55.00,2536.00,5.70,5.67,3.58,52571
0.70,Premium,H,VVS2,62.10,58.00,2536.00,5.71,5.66,3.53,52572
0.70,Premium,H,VVS2,58.80,58.00,2536.00,5.88,5.78,3.43,52573
0.90,Fair,I,SI2,65.30,57.00,2536.00,5.98,5.93,3.89,52574
0.70,Premium,D,SI2,61.90,58.00,2536.00,5.71,5.67,3.52,52575
0.70,Very Good,E,SI1,60.90,59.00,2537.00,5.67,5.76,3.48,52576
